Date,Equity Value,Equity Momentum,Equity Carry,Rates Value,Rates Momentum,Rates Carry,Currency Value,Currency Momentum,Currency Carry,Commodity Value,Commodity Momentum,Commodity Carry
2017-07-31,363.68 ,2048.72 ,310.91 ,215.65 ,106.55 ,280.41 ,373.90 ,163.47 ,345.10 ,1627.90 ,1873.29 ,3830.57 
2017-08-31,367.93 ,2052.42 ,314.60 ,214.83 ,107.08 ,282.15 ,373.11 ,161.22 ,337.04 ,1610.36 ,1970.44 ,4177.48 
2017-09-29,355.70 ,2076.57 ,304.75 ,214.77 ,107.32 ,280.46 ,381.49 ,160.61 ,340.31 ,1634.92 ,2038.60 ,4163.30 
2017-10-31,353.03 ,2102.35 ,301.41 ,214.68 ,106.40 ,280.99 ,388.75 ,160.03 ,335.61 ,1614.02 ,2146.21 ,4472.19 
2017-11-30,348.76 ,2109.02 ,297.82 ,214.99 ,105.98 ,279.96 ,395.09 ,159.75 ,329.56 ,1637.40 ,2099.11 ,4532.28 
2017-12-29,350.68 ,2070.83 ,305.93 ,212.65 ,107.08 ,278.66 ,390.89 ,159.33 ,338.18 ,1634.86 ,2213.02 ,4737.58 
2018-01-31,352.88 ,2158.84 ,303.81 ,212.88 ,107.07 ,276.42 ,385.97 ,158.87 ,337.68 ,1682.96 ,2211.55 ,4732.38 
2018-02-28,354.50 ,2146.28 ,306.07 ,212.19 ,106.83 ,277.02 ,392.41 ,153.87 ,334.05 ,1705.23 ,2116.56 ,4491.87 
2018-03-30,353.45 ,2140.05 ,306.24 ,212.01 ,106.54 ,278.30 ,396.28 ,154.87 ,333.60 ,1760.53 ,2166.05 ,4603.33 
2018-04-30,357.71 ,2152.51 ,302.98 ,209.87 ,107.48 ,278.36 ,399.93 ,153.63 ,339.46 ,1779.84 ,2237.88 ,4612.54 
2018-05-31,360.37 ,2087.99 ,296.49 ,208.62 ,107.58 ,280.46 ,396.64 ,148.87 ,342.68 ,1811.54 ,2209.91 ,4658.77 
2018-06-29,360.35 ,2019.82 ,287.91 ,208.97 ,107.85 ,280.62 ,396.30 ,150.39 ,338.41 ,1797.06 ,2267.79 ,4778.53 
2018-07-31,354.32 ,1990.99 ,291.32 ,208.68 ,108.29 ,278.99 ,395.23 ,150.31 ,339.85 ,1897.45 ,2292.13 ,4611.86 
2018-08-31,352.79 ,2017.50 ,284.68 ,209.43 ,108.14 ,280.51 ,397.04 ,151.51 ,333.05 ,1918.58 ,2390.03 ,4745.54 
2018-09-28,348.05 ,2029.21 ,285.22 ,208.79 ,108.70 ,279.34 ,395.41 ,149.77 ,335.35 ,2009.80 ,2390.43 ,5017.49 
2018-10-31,347.40 ,2046.52 ,286.18 ,206.82 ,109.27 ,278.89 ,399.40 ,151.41 ,337.84 ,1993.14 ,2200.89 ,4582.97 
2018-11-30,349.04 ,2017.69 ,278.59 ,207.45 ,108.62 ,280.17 ,394.32 ,146.45 ,345.27 ,1927.11 ,1868.96 ,3840.13 
2018-12-31,363.34 ,2043.36 ,278.98 ,210.94 ,106.95 ,279.88 ,396.55 ,147.32 ,331.17 ,1944.30 ,1754.68 ,3961.94 
2019-01-31,361.18 ,2014.30 ,277.54 ,210.65 ,107.34 ,281.38 ,401.60 ,151.17 ,344.61 ,2039.31 ,1755.60 ,4166.15 
2019-02-28,359.18 ,2012.71 ,279.10 ,211.13 ,108.23 ,280.22 ,406.59 ,151.30 ,343.07 ,2142.31 ,1683.17 ,4447.76 
2019-03-29,357.36 ,2004.10 ,281.51 ,211.48 ,108.66 ,281.21 ,401.82 ,152.13 ,343.99 ,2203.90 ,1628.35 ,4226.14 
2019-04-30,359.84 ,1976.95 ,279.16 ,212.11 ,108.89 ,280.11 ,406.67 ,152.88 ,345.61 ,2293.74 ,1709.09 ,4239.01 
2019-05-31,356.09 ,2078.51 ,279.25 ,213.22 ,109.50 ,278.64 ,404.30 ,153.96 ,338.11 ,2424.11 ,1441.11 ,3723.41 
2019-06-28,355.67 ,2057.84 ,287.15 ,213.32 ,110.30 ,279.98 ,401.83 ,153.89 ,339.60 ,2398.95 ,1456.72 ,3949.84 
2019-07-31,348.18 ,2068.09 ,282.57 ,210.17 ,110.16 ,284.51 ,403.07 ,156.08 ,341.99 ,2412.22 ,1468.36 ,4123.91 
2019-08-30,338.59 ,2103.60 ,282.38 ,212.35 ,111.37 ,282.60 ,406.38 ,159.49 ,335.26 ,2370.33 ,1470.01 ,4160.57 
2019-09-30,340.59 ,2049.91 ,278.97 ,210.93 ,111.05 ,282.67 ,409.08 ,157.77 ,339.03 ,2385.51 ,1473.80 ,4161.75 
2019-10-31,342.30 ,2001.09 ,271.51 ,212.56 ,110.83 ,280.63 ,418.24 ,157.18 ,336.82 ,2362.67 ,1468.67 ,4070.67 
2019-11-29,332.23 ,2082.11 ,270.61 ,212.75 ,111.48 ,282.20 ,419.33 ,155.91 ,338.11 ,2513.71 ,1400.70 ,4087.51 
2019-12-31,339.49 ,2067.84 ,272.29 ,212.28 ,110.43 ,281.50 ,414.85 ,153.42 ,345.33 ,2571.99 ,1362.10 ,4134.70 
2020-01-31,332.00 ,2145.99 ,270.61 ,213.98 ,111.86 ,281.57 ,418.27 ,159.34 ,334.53 ,2366.50 ,1376.85 ,3994.44 
2020-02-28,339.04 ,2152.50 ,263.20 ,216.00 ,112.26 ,282.61 ,420.32 ,156.80 ,327.28 ,2490.66 ,1315.70 ,3746.56 
2020-03-31,332.59 ,2268.69 ,272.41 ,222.14 ,113.13 ,278.34 ,428.67 ,162.86 ,306.02 ,2845.12 ,1121.31 ,3368.63 
2020-04-30,326.01 ,2242.18 ,277.02 ,221.06 ,112.39 ,275.44 ,422.72 ,157.45 ,316.10 ,2781.01 ,1199.69 ,3152.78 
2020-05-29,316.28 ,2339.82 ,282.82 ,221.33 ,113.18 ,275.85 ,419.96 ,152.73 ,322.83 ,3447.44 ,920.45 ,2612.75 
2020-06-30,316.63 ,2324.10 ,284.22 ,220.76 ,113.04 ,274.93 ,415.30 ,150.35 ,324.95 ,3636.39 ,855.98 ,2589.45 
2020-07-31,312.17 ,2407.85 ,275.93 ,220.59 ,113.45 ,275.65 ,415.28 ,149.09 ,321.86 ,3490.58 ,923.89 ,2733.26 
2020-08-31,307.01 ,2429.18 ,268.49 ,221.31 ,113.07 ,274.80 ,415.28 ,146.05 ,327.62 ,3499.42 ,896.98 ,2773.39 
2020-09-30,301.00 ,2505.51 ,264.30 ,220.99 ,112.86 ,275.06 ,417.08 ,147.02 ,324.84 ,3565.23 ,876.90 ,2741.99 
2020-10-30,308.82 ,2504.01 ,273.81 ,219.69 ,111.83 ,273.12 ,421.10 ,146.57 ,322.85 ,3305.39 ,900.81 ,2712.60 
2020-11-30,314.66 ,2243.32 ,272.83 ,220.17 ,111.89 ,273.29 ,414.76 ,144.83 ,331.26 ,3707.39 ,808.07 ,2736.25 
2020-12-31,313.66 ,2214.09 ,269.67 ,218.86 ,112.00 ,273.21 ,408.93 ,145.08 ,332.40 ,3722.68 ,843.87 ,2829.75 
2021-01-29,314.65 ,2202.02 ,264.17 ,218.93 ,111.46 ,271.70 ,409.37 ,144.33 ,335.27 ,3802.89 ,811.12 ,2740.82 
2021-02-26,317.03 ,2134.54 ,264.45 ,218.23 ,109.26 ,263.93 ,414.88 ,142.81 ,340.76 ,3896.17 ,732.71 ,2705.13 
2021-03-31,306.13 ,2129.05 ,256.64 ,218.75 ,107.49 ,263.14 ,419.35 ,141.16 ,348.91 ,3921.41 ,733.01 ,2674.11 
2021-04-30,309.57 ,2125.21 ,259.37 ,220.60 ,107.57 ,266.34 ,414.96 ,141.70 ,347.98 ,3779.50 ,793.59 ,2795.60 
2021-05-31,310.48 ,2184.26 ,262.15 ,220.96 ,106.99 ,267.74 ,419.14 ,141.10 ,346.49 ,3756.82 ,813.12 ,2764.46 
2021-06-30,301.72 ,2197.44 ,260.69 ,221.72 ,106.36 ,269.54 ,422.96 ,139.63 ,344.60 ,3808.86 ,817.32 ,2653.32 
2021-07-30,287.10 ,2238.13 ,254.84 ,222.70 ,105.55 ,272.50 ,426.27 ,136.66 ,338.41 ,3807.05 ,804.18 ,2537.89 
2021-08-31,283.52 ,2247.78 ,250.23 ,223.92 ,105.45 ,273.00 ,424.22 ,137.34 ,341.50 ,3981.96 ,768.46 ,2413.94 
2021-09-30,288.99 ,2243.75 ,248.94 ,224.15 ,106.14 ,270.68 ,423.47 ,138.11 ,343.56 ,3840.08 ,819.62 ,2601.41 
2021-10-29,279.00 ,2276.58 ,246.93 ,220.12 ,105.82 ,266.28 ,409.72 ,141.85 ,351.41 ,3721.08 ,822.40 ,2747.26 
2021-11-30,269.77 ,2297.65 ,251.26 ,219.43 ,105.66 ,268.79 ,420.21 ,136.31 ,342.07 ,3808.03 ,731.47 ,2466.46 
2021-12-31,264.52 ,2324.25 ,253.82 ,222.06 ,104.69 ,271.53 ,412.73 ,139.27 ,345.09 ,3907.54 ,760.44 ,2704.58 
2022-01-31,271.75 ,2337.45 ,249.70 ,223.17 ,105.68 ,268.33 ,419.29 ,139.87 ,342.90 ,3897.87 ,854.04 ,3055.30 
2022-02-28,276.99 ,2251.60 ,253.56 ,222.52 ,105.25 ,269.59 ,411.78 ,140.64 ,348.61 ,3577.91 ,877.52 ,2975.38 
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
